LOCATION,TIME,Value
CHL,2015,2155.001
CHL,2016,2419.215
CHL,2017,2460.212
EST,1990,236.378
EST,1991,228.868
EST,1992,134.952
EST,1993,128.373
EST,1994,162.554
EST,1995,212.16400000000002
EST,1996,244.851
EST,1997,247.885
EST,1998,218.75799999999998
EST,1999,202.99200000000002
EST,2000,198.565
EST,2001,200.412
EST,2002,189.953
EST,2003,182.753
EST,2004,173.727
EST,2005,155.328
EST,2006,141.555
EST,2007,157.475
EST,2008,156.43
EST,2009,155.839
EST,2010,156.673
EST,2011,131.747
EST,2012,141.861
EST,2013,134.217
EST,2014,128.754
EST,2015,128.787
EST,2016,139.947
EST,2017,138.13
ISR,1996,478.17400000000004
ISR,2000,375.88599999999997
ISR,2003,283.635
ISR,2004,262.916
ISR,2005,256.643
ISR,2006,236.49400000000003
ISR,2007,225.063
ISR,2008,212.53099999999998
ISR,2009,197.705
ISR,2010,185.114
ISR,2011,167.253
ISR,2012,142.043
ISR,2013,137.02100000000002
ISR,2014,133.987
ISR,2015,134.60399999999998
ISR,2016,132.569
RUS,2006,17438.0
RUS,2007,17485.0
RUS,2008,16299.0
RUS,2009,15632.0
RUS,2010,15363.0
RUS,2011,15840.0
RUS,2012,16119.0
RUS,2013,15782.0
RUS,2014,15517.0
RUS,2015,15531.0
RUS,2016,15862.0
SVN,1990,304.436
SVN,1991,285.58
SVN,1992,275.236
SVN,1993,289.02
SVN,1994,281.972
SVN,1995,280.707
SVN,1996,289.46299999999997
SVN,1997,261.569
SVN,1998,225.05
SVN,1999,202.81900000000002
SVN,2000,187.438
SVN,2001,181.521
SVN,2002,177.87099999999998
SVN,2003,176.53099999999998
SVN,2004,165.678
SVN,2005,162.398
SVN,2006,153.68
SVN,2007,146.972
SVN,2008,142.724
SVN,2009,131.515
SVN,2010,130.016
SVN,2011,127.729
SVN,2012,122.60600000000001
SVN,2013,121.444
SVN,2014,101.51
SVN,2015,107.225
SVN,2016,109.834
SVN,2017,104.734
OECD,1990,219571.3
OECD,1991,214093.7
OECD,1992,206417.4
OECD,1993,200519.9
OECD,1994,191943.6
OECD,1995,185776.2
OECD,1996,179188.9
OECD,1997,172865.1
OECD,1998,167014.9
OECD,1999,159753.9
OECD,2000,154197.9
OECD,2001,147620.4
OECD,2002,135412.3
OECD,2003,131260.3
OECD,2004,127223.3
OECD,2005,121540.5
OECD,2006,117284.5
OECD,2007,113134.7
OECD,2008,104936.1
OECD,2009,95909.7
OECD,2010,98001.93
OECD,2011,93725.98
OECD,2012,91273.16
OECD,2013,88089.44
OECD,2014,84066.64
OECD,2015,83179.96
OECD,2016,80625.56
OECD,2017,78970.99
MEX,1999,7493.909000000001
MEX,2005,41974.989
MEX,2008,33036.104
MEX,2016,8243.0
OECDE,1990,64110.293
OECDE,1991,63061.12
OECDE,1992,59725.812999999995
OECDE,1993,58078.03599999999
OECDE,1994,54235.66
OECDE,1995,52482.052
OECDE,1996,51404.075
OECDE,1997,48433.324
OECDE,1998,45318.390999999996
OECDE,1999,42753.738
OECDE,2000,39325.072
OECDE,2001,37665.883
OECDE,2002,35503.087
OECDE,2003,34470.992999999995
OECDE,2004,33200.401
OECDE,2005,31705.037999999997
OECDE,2006,30408.816000000003
OECDE,2007,29478.077
OECDE,2008,29016.013
OECDE,2009,26693.167999999998
OECDE,2010,27516.331000000002
OECDE,2011,24839.255
OECDE,2012,24383.873
OECDE,2013,23251.244
OECDE,2014,21392.405
OECDE,2015,21598.353
OECDE,2016,21249.341
LVA,1990,460.22
LVA,1991,429.805
LVA,1992,407.495
LVA,1993,405.30199999999996
LVA,1994,388.37699999999995
LVA,1995,356.64
LVA,1996,357.574
LVA,1997,330.923
LVA,1998,314.637
LVA,1999,309.267
LVA,2000,285.519
LVA,2001,281.348
LVA,2002,268.45599999999996
LVA,2003,268.117
LVA,2004,254.662
LVA,2005,226.00099999999998
LVA,2006,221.957
LVA,2007,201.387
LVA,2008,183.416
LVA,2009,193.46
LVA,2010,155.643
LVA,2011,160.77200000000002
LVA,2012,163.916
LVA,2013,149.16299999999998
LVA,2014,144.466
LVA,2015,122.13600000000001
LVA,2016,119.464
LVA,2017,128.15
LTU,1990,460.157
LTU,1991,543.48
LTU,1992,331.064
LTU,1993,286.841
LTU,1994,236.50099999999998
LTU,1995,280.944
LTU,1996,296.85900000000004
LTU,1997,311.715
LTU,1998,294.444
LTU,1999,269.151
LTU,2000,183.43900000000002
LTU,2001,181.761
LTU,2002,183.57
LTU,2003,177.747
LTU,2004,173.78599999999997
LTU,2005,175.87900000000002
LTU,2006,186.33700000000002
LTU,2007,191.75900000000001
LTU,2008,181.454
LTU,2009,173.525
LTU,2010,155.535
LTU,2011,171.268
LTU,2012,166.27599999999998
LTU,2013,159.241
LTU,2014,151.08100000000002
LTU,2015,144.406
LTU,2016,142.717
LTU,2017,139.197
